user_id,date,income_amount,income_type,budget_cycle,total_expense,saving_amount,saving_rate,food_pct,travel_pct,shopping_pct,bills_pct,subscriptions_pct,others_pct,max_single_expense,num_expense_entries,recurring_expense_ratio,discretionary_expense_ratio,essential_expense_ratio
7787,2025-04-04,2000,pocket_money,weekly,2000.0,0.0,0.0,6.19,3.33,27.85,2.15,36.53,23.95,730.67,8,38.68,51.8,9.52
7345,2025-01-14,2501,salary,weekly,2500.99,0.01,0.0,25.01,6.41,24.0,1.09,27.21,16.29,680.56,12,28.3,40.29,31.42
9269,2025-04-15,2337,salary,weekly,2336.99,0.01,0.0,6.59,44.81,33.06,7.26,5.35,2.93,1047.15,4,12.61,36.0,51.39
3003,2025-02-26,589,pocket_money,daily,588.99,0.01,0.0,0.11,27.31,6.23,4.81,61.24,0.3,360.72,6,66.05,6.53,27.42
6169,2025-04-21,364,salary,daily,363.99,0.01,0.0,15.33,15.23,19.78,6.32,18.25,25.1,91.35,9,24.56,44.87,30.56
1295,2024-12-15,18397,pocket_money,monthly,18397.0,0.0,0.0,1.3,29.32,7.75,8.77,46.37,6.49,8531.27,12,55.14,14.24,30.62
5396,2025-05-15,24387,salary,monthly,24387.01,-0.01,-0.0,11.13,12.08,13.7,25.91,34.67,2.51,8454.48,4,60.58,16.2,23.22
2860,2025-05-02,10125,salary,monthly,10125.01,-0.01,-0.0,6.81,25.91,34.65,11.94,14.0,6.7,3508.18,6,25.94,41.35,32.71
1169,2025-04-20,2447,pocket_money,weekly,2447.0,0.0,0.0,23.73,13.54,1.42,2.88,20.14,38.28,936.74,6,23.02,39.71,37.27
8044,2024-12-09,605,pocket_money,daily,604.99,0.01,0.0,41.73,2.79,15.96,29.34,9.75,0.43,252.48,5,39.09,16.38,44.53
6862,2024-12-07,17896,pocket_money,monthly,17896.0,0.0,0.0,4.64,26.66,19.13,5.98,40.99,2.6,7335.64,8,46.97,21.73,31.3
6450,2025-05-16,2888,salary,weekly,2888.0,0.0,0.0,11.78,11.23,22.69,5.41,5.86,43.03,1242.8,10,11.27,65.73,23.0
1525,2024-12-21,15756,pocket_money,monthly,15756.0,-0.0,-0.0,1.29,27.57,0.2,3.1,34.11,33.73,5373.92,5,37.21,33.93,28.86
3508,2025-02-16,11003,salary,monthly,11003.01,-0.01,-0.0,53.07,15.25,10.88,8.23,1.01,11.56,5839.43,4,9.24,22.44,68.32
5019,2025-02-14,11372,pocket_money,monthly,11372.0,0.0,0.0,5.66,8.86,50.71,0.34,33.39,1.04,5766.24,9,33.73,51.75,14.52
6453,2025-04-23,24066,pocket_money,monthly,24066.01,-0.01,-0.0,1.76,24.18,29.29,3.51,15.58,25.69,7048.44,12,19.08,54.98,25.94
7660,2025-02-18,14550,pocket_money,monthly,14549.99,0.01,0.0,4.56,11.71,19.64,31.58,16.98,15.53,4594.47,5,48.56,35.17,16.27
7152,2025-05-13,400,pocket_money,daily,400.0,0.0,0.0,26.92,10.07,7.38,37.78,6.82,11.04,151.12,11,44.6,18.41,37.0
5544,2024-12-20,392,pocket_money,daily,392.01,-0.01,-0.0,11.43,9.52,25.52,21.57,10.66,21.3,100.05,11,32.23,46.82,20.95
4683,2025-01-07,20757,salary,monthly,20757.0,0.0,0.0,21.87,10.84,3.57,11.49,2.81,49.43,10260.16,6,14.3,53.0,32.7
5095,2025-05-06,7209,salary,monthly,7209.0,0.0,0.0,22.42,0.73,19.75,18.06,1.71,37.32,2690.52,6,19.77,57.07,23.16
1014,2024-12-12,21370,salary,monthly,21370.01,-0.01,-0.0,23.93,5.05,13.37,3.55,30.69,23.41,6558.39,12,34.24,36.78,28.98
2011,2025-01-31,9385,pocket_money,monthly,9385.0,0.0,0.0,3.01,3.85,0.96,2.48,15.08,74.62,7003.43,7,17.56,75.58,6.86
8725,2025-04-29,2699,salary,weekly,2699.0,0.0,0.0,0.56,21.51,11.19,52.7,8.28,5.76,1422.29,4,60.98,16.95,22.07
6288,2025-01-19,13041,pocket_money,monthly,13041.0,0.0,0.0,7.16,32.53,2.05,22.73,35.52,0.01,4631.94,11,58.25,2.06,39.69
3447,2025-02-25,17615,pocket_money,monthly,17615.0,0.0,0.0,25.33,21.01,9.87,35.13,1.71,6.95,6188.27,9,36.84,16.82,46.34
9764,2025-04-03,4861,salary,weekly,4861.01,-0.01,-0.0,6.71,24.6,1.69,0.43,32.28,34.29,1666.8,11,32.71,35.98,31.31
5897,2025-05-02,6317,salary,monthly,6316.99,0.01,0.0,11.12,10.5,52.13,17.4,5.53,3.33,3293.07,3,22.93,55.46,21.61
4005,2025-04-16,1275,pocket_money,weekly,1275.0,0.0,0.0,24.91,33.46,3.12,4.97,27.68,5.86,426.62,6,32.65,8.98,58.37
9122,2025-04-16,2637,pocket_money,weekly,2637.0,0.0,0.0,10.52,12.95,3.8,10.83,38.56,23.34,1016.85,11,49.39,27.15,23.47
1264,2025-03-10,388,salary,daily,387.99,0.01,0.0,11.25,3.78,33.67,3.03,32.67,15.59,130.65,11,35.7,49.26,15.04
5505,2024-12-08,11746,salary,monthly,11745.99,0.01,0.0,1.28,24.27,12.71,38.08,5.85,17.81,4473.02,7,43.93,30.52,25.55
5852,2025-03-07,21614,salary,monthly,21614.0,0.0,0.0,16.73,38.36,5.74,33.46,0.24,5.47,8290.53,6,33.69,11.22,55.09
3561,2025-05-07,3265,salary,weekly,3264.99,0.01,0.0,21.05,6.76,10.29,19.28,3.44,39.18,1279.09,11,22.72,49.47,27.81
8760,2024-12-31,2088,pocket_money,weekly,2088.0,0.0,0.0,9.13,0.15,8.46,37.57,26.41,18.29,784.48,7,63.98,26.75,9.28
3389,2025-04-25,3274,pocket_money,weekly,3274.0,0.0,0.0,4.54,8.86,33.76,14.09,14.37,24.38,1105.32,11,28.46,58.14,13.4
9156,2025-04-27,2096,pocket_money,weekly,2096.0,0.0,0.0,44.66,3.75,12.09,19.69,17.33,2.48,936.16,3,37.02,14.57,48.42
1387,2025-05-15,1497,pocket_money,weekly,1496.99,0.01,0.0,30.37,16.17,6.98,0.06,19.38,27.04,454.59,12,19.44,34.02,46.54
6223,2025-05-11,4064,pocket_money,weekly,4064.01,-0.01,-0.0,14.48,7.62,7.85,3.52,9.0,57.54,2338.24,3,12.52,65.39,22.1
4901,2025-01-20,4851,salary,weekly,4851.01,-0.01,-0.0,19.01,7.76,15.99,25.59,1.14,30.51,1479.91,9,26.73,46.5,26.77
1745,2025-01-09,18580,salary,monthly,18580.0,0.0,0.0,2.39,42.83,9.56,15.23,13.8,16.19,7957.13,7,29.03,25.75,45.22
8058,2025-04-30,630,pocket_money,daily,630.0,0.0,0.0,1.51,23.22,54.57,3.51,1.81,15.38,343.79,9,5.32,69.95,24.73
4181,2025-04-14,28884,salary,monthly,28884.0,0.0,0.0,8.59,0.03,12.75,9.43,38.04,31.17,10986.71,8,47.47,43.92,8.61
2222,2024-12-19,3526,pocket_money,weekly,3526.01,-0.01,-0.0,15.3,0.17,28.28,51.36,3.38,1.51,1810.97,9,54.75,29.79,15.47
8933,2025-03-08,763,salary,daily,762.98,0.02,0.0,0.48,34.51,43.77,10.43,5.21,5.59,334.0,9,15.64,49.37,34.99
3939,2024-12-12,374,salary,daily,374.01,-0.01,-0.0,17.61,11.59,3.3,35.05,31.87,0.6,131.08,12,66.91,3.89,29.2
3186,2025-01-06,4076,salary,weekly,4076.0,-0.0,-0.0,17.81,6.43,10.13,23.37,3.21,39.04,1591.25,7,26.58,49.17,24.25
7955,2025-04-20,4030,salary,weekly,4030.0,0.0,0.0,0.69,27.62,0.31,23.29,4.75,43.34,1746.78,5,28.04,43.65,28.3
1675,2025-02-12,29754,salary,monthly,29754.0,-0.0,-0.0,35.94,12.64,35.36,7.47,6.64,1.95,10692.6,4,14.11,37.31,48.57
1612,2025-05-07,2837,salary,weekly,2837.02,-0.02,-0.0,0.81,2.86,20.79,30.91,43.97,0.66,1247.41,7,74.88,21.45,3.67
6448,2025-03-07,5258,salary,monthly,5257.99,0.01,0.0,11.97,35.94,31.84,9.38,2.71,8.15,1889.88,11,12.09,39.99,47.91
2643,2024-12-14,11918,pocket_money,monthly,11918.0,0.0,0.0,20.35,39.01,4.86,6.97,18.32,10.49,4648.83,3,25.28,15.36,59.36
3400,2024-12-20,1171,pocket_money,weekly,1171.01,-0.01,-0.0,16.87,8.89,67.0,5.37,0.05,1.81,784.57,7,5.42,68.81,25.77
5374,2025-03-05,10497,pocket_money,monthly,10496.99,0.01,0.0,4.41,12.31,6.14,17.24,47.5,12.4,4985.68,10,64.74,18.55,16.72
8552,2024-12-08,529,pocket_money,daily,529.0,0.0,0.0,20.69,19.75,11.86,18.36,5.25,24.09,127.45,6,23.6,35.96,40.44
4094,2025-04-04,2146,pocket_money,weekly,2146.0,0.0,0.0,59.29,1.8,27.01,2.74,7.82,1.35,1272.31,6,10.55,28.36,61.09
9939,2025-02-14,473,pocket_money,daily,473.01,-0.01,-0.0,17.63,11.38,15.21,1.97,34.15,19.67,161.51,4,36.12,34.88,29.01
1672,2024-12-27,5505,pocket_money,monthly,5505.02,-0.02,-0.0,14.39,47.36,1.85,19.46,16.66,0.27,2607.28,6,36.12,2.13,61.75
5422,2025-05-11,27918,pocket_money,monthly,27918.01,-0.01,-0.0,10.66,8.6,3.55,6.45,31.79,38.96,10875.99,7,38.24,42.51,19.25
5999,2025-02-05,692,pocket_money,daily,692.01,-0.01,-0.0,26.65,12.97,8.71,15.93,22.67,13.06,184.44,6,38.6,21.77,39.63
4926,2025-02-21,26512,pocket_money,monthly,26512.0,0.0,0.0,0.15,1.17,23.24,22.66,13.6,39.18,10388.61,7,36.26,62.42,1.32
7362,2025-01-25,1765,pocket_money,weekly,1765.0,0.0,0.0,1.19,42.44,16.74,15.62,23.24,0.76,749.13,9,38.86,17.51,43.63
1569,2025-03-08,2691,pocket_money,weekly,2691.0,0.0,0.0,9.9,26.67,32.47,13.77,16.41,0.77,873.82,4,30.18,33.25,36.57
4250,2025-05-17,10714,salary,monthly,10714.01,-0.01,-0.0,11.23,21.77,27.91,5.16,25.59,8.34,2990.71,9,30.75,36.25,33.0
4557,2025-05-17,22142,pocket_money,monthly,22141.99,0.01,0.0,6.49,3.61,20.33,39.36,17.15,13.06,8714.61,7,56.5,33.4,10.1
1297,2025-01-07,4283,pocket_money,weekly,4283.0,0.0,0.0,0.42,37.13,19.91,13.89,23.95,4.71,1590.28,5,37.83,24.62,37.55
7523,2024-12-02,624,pocket_money,daily,624.01,-0.01,-0.0,35.51,14.79,7.68,24.09,2.09,15.84,221.6,9,26.18,23.52,50.3
2883,2025-01-30,528,salary,daily,528.0,0.0,0.0,2.73,2.31,33.51,33.63,12.72,15.1,177.55,4,46.34,48.62,5.04
6931,2025-05-07,787,salary,daily,786.99,0.01,0.0,1.24,34.82,16.36,3.61,22.45,21.51,274.04,10,26.07,37.87,36.06
1302,2025-02-19,241,pocket_money,daily,241.0,0.0,0.0,24.05,5.39,24.61,22.9,15.0,8.05,59.32,4,37.9,32.67,29.44
4460,2025-05-03,6271,salary,monthly,6271.0,0.0,0.0,2.66,8.48,48.26,9.71,30.66,0.23,3026.51,9,40.37,48.49,11.14
5678,2024-12-30,13347,salary,monthly,13347.01,-0.01,-0.0,27.48,5.27,10.21,17.51,0.77,38.76,5173.46,8,18.28,48.97,32.75
8037,2025-05-06,3708,pocket_money,weekly,3708.0,0.0,0.0,3.01,23.47,18.26,2.98,7.35,44.94,1666.29,11,10.32,63.2,26.48
1332,2024-11-29,7558,salary,monthly,7558.0,-0.0,-0.0,18.56,8.39,2.04,43.32,17.23,10.46,3274.03,9,60.55,12.5,26.95
1726,2025-03-17,770,pocket_money,daily,769.99,0.01,0.0,4.65,17.73,51.81,7.15,1.29,17.36,398.97,3,8.44,69.18,22.38
2223,2024-12-07,9024,salary,monthly,9024.0,0.0,0.0,5.53,30.1,23.08,20.28,12.67,8.35,2716.35,3,32.94,31.42,35.63
7617,2025-02-27,7064,pocket_money,monthly,7064.0,0.0,0.0,16.66,10.2,23.73,8.3,13.99,27.12,1915.59,5,22.29,50.85,26.86
4724,2025-03-26,589,pocket_money,daily,589.01,-0.01,-0.0,5.16,2.2,51.91,19.61,6.1,15.02,305.74,7,25.71,66.92,7.37
8738,2025-01-01,1849,salary,weekly,1849.0,0.0,0.0,0.7,6.33,39.63,23.7,11.97,17.68,732.67,6,35.67,57.31,7.03
7722,2025-01-07,514,salary,daily,514.01,-0.01,-0.0,16.97,30.83,3.95,14.84,25.97,7.44,158.45,9,40.82,11.39,47.8
7461,2025-01-13,1177,pocket_money,weekly,1177.0,0.0,0.0,2.13,49.77,8.05,4.03,8.51,27.5,585.84,3,12.55,35.55,51.9
8695,2025-04-18,2388,salary,weekly,2388.0,0.0,0.0,24.0,2.89,12.53,2.04,11.92,46.63,1113.44,11,13.95,59.16,26.89
2670,2025-01-12,233,pocket_money,daily,233.0,0.0,0.0,2.62,35.54,29.45,20.81,0.06,11.52,82.8,3,20.87,40.97,38.16
1599,2024-12-18,686,salary,daily,686.01,-0.01,-0.0,44.88,10.01,0.79,0.61,40.39,3.33,307.89,10,41.0,4.11,54.89
3353,2025-04-29,780,pocket_money,daily,780.0,0.0,0.0,41.42,1.59,6.79,25.49,1.73,22.97,323.11,6,27.23,29.76,43.01
7172,2025-01-31,269,pocket_money,daily,269.0,0.0,0.0,5.58,15.47,8.09,19.9,14.59,36.37,97.84,6,34.49,44.46,21.04
2395,2025-01-31,687,pocket_money,daily,686.99,0.01,0.0,15.88,21.94,1.32,19.41,35.17,6.28,241.6,3,54.57,7.6,37.83
9935,2025-02-09,3565,salary,weekly,3565.01,-0.01,-0.0,4.55,19.7,24.96,12.97,36.72,1.1,1309.11,9,49.69,26.06,24.25
5184,2024-12-10,2561,pocket_money,weekly,2561.02,-0.02,-0.0,7.27,27.72,2.44,14.57,22.8,25.2,709.91,4,37.37,27.63,34.99
4540,2025-04-23,21039,salary,monthly,21039.0,0.0,0.0,0.21,37.6,29.52,25.16,2.35,5.17,7910.06,12,27.51,34.69,37.81
3965,2025-01-04,760,salary,daily,759.99,0.01,0.0,9.23,42.98,3.84,35.04,1.46,7.44,326.67,10,36.51,11.28,52.21
5001,2025-04-21,20849,pocket_money,monthly,20849.0,0.0,0.0,7.69,34.88,11.88,6.21,17.11,22.22,7273.15,3,23.32,34.11,42.57
5173,2025-02-03,694,pocket_money,daily,693.99,0.01,0.0,14.43,46.18,28.92,3.1,4.37,2.99,320.52,8,7.47,31.92,60.62
7292,2024-12-09,397,salary,daily,396.99,0.01,0.0,10.86,11.38,7.54,7.55,22.42,40.25,159.8,5,29.97,47.8,22.23
7647,2025-05-06,575,salary,daily,575.0,-0.0,-0.0,13.38,51.89,2.67,26.34,0.52,5.21,298.34,6,26.86,7.88,65.26
4253,2024-11-19,13765,salary,monthly,13765.0,0.0,0.0,15.96,21.51,13.9,1.91,27.48,19.24,3782.73,12,29.39,33.15,37.46
6258,2025-04-04,4209,salary,weekly,4209.01,-0.01,-0.0,19.44,13.36,2.78,10.68,40.92,12.82,1722.29,9,51.6,15.6,32.8
8137,2025-01-13,665,salary,daily,665.0,0.0,0.0,62.0,19.27,8.23,4.29,3.61,2.6,412.29,11,7.9,10.83,81.27
6250,2024-11-26,4591,salary,weekly,4591.01,-0.01,-0.0,51.34,2.5,4.88,37.5,0.01,3.77,2356.93,11,37.51,8.65,53.84
5949,2025-03-31,4653,salary,weekly,4653.0,0.0,0.0,15.24,34.85,11.89,13.45,19.41,5.16,1621.61,4,32.86,17.05,50.09
6146,2025-01-24,4024,salary,weekly,4024.0,0.0,0.0,8.92,12.35,5.69,3.88,10.03,59.13,2379.25,12,13.91,64.81,21.28
2513,2025-04-16,9114,salary,monthly,9114.01,-0.01,-0.0,7.66,35.36,9.11,1.5,40.21,6.16,3664.69,6,41.71,15.27,43.02
7113,2024-12-31,22255,pocket_money,monthly,22255.0,-0.0,-0.0,15.82,63.13,0.9,9.57,1.86,8.71,14049.88,3,11.43,9.61,78.96
7396,2025-03-13,4504,pocket_money,weekly,4504.0,0.0,0.0,0.13,33.66,28.88,0.1,2.29,34.94,1573.75,9,2.39,63.82,33.79
7249,2025-02-17,613,pocket_money,daily,613.0,0.0,0.0,13.72,38.92,0.12,8.23,23.15,15.85,238.61,12,31.38,15.97,52.64
9372,2025-05-08,4336,salary,weekly,4336.01,-0.01,-0.0,14.43,16.7,19.45,25.46,0.44,23.51,1103.99,10,25.9,42.96,31.13
6090,2025-02-07,3699,salary,weekly,3698.99,0.01,0.0,0.88,20.65,21.7,32.77,23.19,0.81,1212.21,5,55.96,22.5,21.53
3216,2024-12-17,3112,pocket_money,weekly,3112.0,0.0,0.0,12.65,10.19,39.46,33.08,0.64,3.99,1228.0,7,33.72,43.45,22.84
9143,2025-03-07,455,pocket_money,daily,455.0,0.0,0.0,13.72,7.44,0.18,66.07,9.14,3.44,300.62,7,75.21,3.62,21.16
7233,2025-01-03,20121,salary,monthly,20121.0,0.0,0.0,48.17,8.5,22.38,9.76,6.07,5.13,9692.92,10,15.83,27.5,56.67
7525,2024-12-16,21123,pocket_money,monthly,21123.0,0.0,0.0,1.11,1.89,39.59,7.37,23.39,26.66,8361.82,9,30.75,66.25,3.0
1200,2025-03-02,542,salary,daily,542.01,-0.01,-0.0,2.34,38.72,9.37,5.5,1.63,42.46,230.13,12,7.12,51.82,41.06
6064,2025-02-25,463,pocket_money,daily,463.0,-0.0,-0.0,30.76,7.11,0.75,32.23,29.12,0.03,149.24,4,61.35,0.78,37.87
4379,2024-12-27,403,salary,daily,402.99,0.01,0.0,41.48,1.33,36.74,14.15,5.9,0.4,167.15,9,20.05,37.14,42.8
3304,2025-04-25,683,salary,daily,682.99,0.01,0.0,10.53,20.1,13.02,6.33,15.66,34.36,234.71,9,21.98,47.38,30.63
3735,2025-04-04,2618,salary,weekly,2618.0,0.0,0.0,2.27,17.74,9.6,11.13,1.99,57.26,1499.0,10,13.12,66.86,20.01
5168,2024-12-27,3337,pocket_money,weekly,3337.01,-0.01,-0.0,25.71,51.45,8.76,3.02,10.73,0.33,1716.92,3,13.75,9.09,77.16
2152,2024-12-05,2197,salary,weekly,2197.0,0.0,0.0,3.76,30.81,44.24,1.77,7.37,12.04,972.04,5,9.14,56.28,34.58
5085,2025-02-28,460,salary,daily,460.0,0.0,0.0,6.36,14.7,62.7,3.8,7.58,4.86,288.41,5,11.39,67.56,21.05
8185,2025-01-03,439,salary,daily,439.0,0.0,0.0,20.61,13.66,24.45,19.64,9.31,12.33,107.34,9,28.95,36.78,34.27
4697,2025-05-01,4679,salary,weekly,4679.01,-0.01,-0.0,4.95,0.53,24.29,3.53,20.74,45.97,2150.71,11,24.27,70.25,5.48
7294,2025-03-10,3731,pocket_money,weekly,3731.01,-0.01,-0.0,7.57,4.68,28.62,34.86,2.02,22.25,1300.58,7,36.87,50.87,12.26
4396,2024-12-27,2795,pocket_money,weekly,2795.0,0.0,0.0,32.85,8.94,5.59,41.26,5.25,6.12,1153.12,12,46.5,11.71,41.79
3399,2025-01-26,356,pocket_money,daily,356.01,-0.01,-0.0,0.06,34.31,17.28,4.78,19.51,24.05,122.16,5,24.29,41.34,34.37
5902,2024-12-04,13939,pocket_money,monthly,13939.0,0.0,0.0,5.34,9.34,6.52,10.53,2.56,65.72,9160.04,12,13.08,72.23,14.68
5813,2025-05-01,2826,pocket_money,weekly,2826.0,0.0,0.0,23.66,24.26,0.41,0.69,47.42,3.56,1340.06,11,48.11,3.97,47.93
6651,2025-02-24,27830,salary,monthly,27830.01,-0.01,-0.0,35.77,0.07,2.78,2.78,23.85,34.75,9953.72,7,26.64,37.53,35.84
7343,2024-11-19,2477,pocket_money,weekly,2477.0,0.0,0.0,6.76,6.57,30.39,12.44,19.06,24.78,752.7,4,31.51,55.17,13.33
7990,2024-12-04,26016,salary,monthly,26016.01,-0.01,-0.0,44.99,22.0,0.74,0.5,19.49,12.29,11703.52,6,19.99,13.03,66.99
6031,2025-02-25,2066,salary,weekly,2066.0,0.0,0.0,7.47,18.73,2.56,6.76,49.05,15.42,1013.42,5,55.81,17.99,26.21
6122,2025-01-13,479,salary,daily,479.0,0.0,0.0,27.85,36.63,21.75,2.22,2.12,9.44,175.48,9,4.33,31.18,64.48
7154,2025-05-13,1269,pocket_money,weekly,1269.02,-0.02,-0.0,2.49,20.13,16.53,29.32,23.33,8.2,372.01,12,52.64,24.73,22.62
5678,2025-02-26,3588,salary,weekly,3588.0,-0.0,-0.0,8.16,57.06,10.32,20.03,4.22,0.21,2047.21,12,24.25,10.53,65.22
5069,2025-02-05,12766,salary,monthly,12766.0,0.0,0.0,2.15,17.42,14.12,12.32,8.66,45.33,5787.36,4,20.98,59.46,19.57
1556,2025-03-06,14241,salary,monthly,14241.0,0.0,0.0,1.51,16.02,23.04,35.8,13.36,10.27,5098.65,7,49.16,33.31,17.53
9662,2025-01-17,13787,pocket_money,monthly,13786.99,0.01,0.0,6.12,9.79,11.84,19.65,2.92,49.69,6850.12,3,22.57,61.52,15.9
8373,2024-12-18,13891,salary,monthly,13891.01,-0.01,-0.0,5.13,13.3,12.65,10.57,31.45,26.91,4368.43,12,42.02,39.55,18.43
9886,2025-04-20,369,salary,daily,368.99,0.01,0.0,0.81,5.77,5.68,62.53,7.02,18.18,230.72,6,69.55,23.86,6.58
5463,2025-04-29,3236,pocket_money,weekly,3235.99,0.01,0.0,29.97,13.96,21.72,25.05,0.0,9.3,969.98,5,25.05,31.01,43.93
6169,2024-11-25,600,salary,daily,599.99,0.01,0.0,28.99,6.22,12.48,45.86,1.68,4.78,275.15,3,47.54,17.26,35.2
7475,2025-04-16,685,pocket_money,daily,685.0,0.0,0.0,4.47,1.7,14.26,29.82,30.89,18.86,211.63,6,60.72,33.12,6.17
1396,2024-12-31,26130,salary,monthly,26130.0,0.0,0.0,25.36,16.27,4.77,7.62,20.79,25.19,6625.95,5,28.41,29.97,41.63
6068,2025-02-06,699,pocket_money,daily,699.0,0.0,0.0,8.03,2.92,18.05,9.89,16.83,44.28,309.54,3,26.72,62.33,10.95
8906,2024-12-14,10933,pocket_money,monthly,10933.0,0.0,0.0,22.47,8.64,10.98,4.32,52.94,0.65,5788.1,7,57.26,11.63,31.11
1079,2025-05-07,792,pocket_money,daily,792.0,0.0,0.0,11.11,2.48,8.41,17.47,19.33,41.2,326.31,11,36.81,49.61,13.59
2879,2024-12-20,644,salary,daily,644.0,0.0,0.0,8.87,22.68,2.18,8.28,50.39,7.61,324.48,8,58.67,9.79,31.55
2420,2025-02-12,351,salary,daily,350.99,0.01,0.0,23.4,9.59,48.45,2.03,3.62,12.9,170.07,6,5.66,61.35,32.99
8290,2025-01-22,4754,salary,weekly,4753.99,0.01,0.0,23.52,22.6,2.03,32.55,6.66,12.63,1547.27,7,39.21,14.66,46.13
4175,2025-03-28,759,salary,daily,759.0,0.0,0.0,0.09,38.33,14.6,5.12,25.65,16.21,290.91,9,30.77,30.81,38.42
8892,2024-12-05,736,pocket_money,daily,735.99,0.01,0.0,21.04,6.29,22.56,5.76,24.29,20.06,178.76,6,30.05,42.62,27.33
7580,2025-04-03,503,salary,daily,503.0,0.0,0.0,5.03,35.6,2.93,24.82,6.79,24.83,179.07,3,31.6,27.77,40.63
6400,2025-04-09,594,pocket_money,daily,594.01,-0.01,-0.0,16.01,26.88,3.72,45.38,2.91,5.11,269.57,11,48.29,8.83,42.89
8024,2025-01-01,9729,salary,monthly,9729.0,0.0,0.0,22.98,10.95,36.07,20.29,2.68,7.03,3508.97,4,22.97,43.09,33.93
3615,2025-03-07,400,salary,daily,400.0,0.0,0.0,0.03,16.8,6.53,25.2,40.02,11.4,160.09,5,65.22,17.94,16.84
7923,2025-02-04,4774,pocket_money,weekly,4773.99,0.01,0.0,7.72,8.25,20.98,21.56,5.95,35.55,1697.12,12,27.51,56.53,15.96
4861,2025-04-01,753,pocket_money,daily,752.99,0.01,0.0,0.28,3.05,47.59,26.76,0.15,22.18,358.34,6,26.91,69.76,3.33
6256,2025-02-07,16439,pocket_money,monthly,16438.99,0.01,0.0,2.99,5.9,49.78,23.19,18.14,0.0,8183.02,3,41.34,49.78,8.88
8476,2025-04-09,22286,salary,monthly,22285.98,0.02,0.0,29.48,17.07,0.62,36.03,13.6,3.21,8030.35,10,49.63,3.82,46.55
7710,2024-12-25,730,pocket_money,daily,730.01,-0.01,-0.0,4.38,17.09,12.39,38.89,7.41,19.83,283.93,8,46.31,32.22,21.47
4764,2025-03-21,402,salary,daily,402.0,0.0,0.0,9.61,19.96,34.08,12.13,23.94,0.27,137.0,12,36.07,34.35,29.57
7206,2025-05-08,9957,salary,monthly,9957.0,0.0,0.0,7.98,73.36,8.68,0.66,2.17,7.15,7304.52,4,2.83,15.83,81.34
3290,2025-04-07,2317,salary,weekly,2317.0,-0.0,-0.0,7.71,30.33,9.19,7.34,4.87,40.56,939.84,5,12.22,49.75,38.04
4752,2024-11-28,2441,pocket_money,weekly,2440.99,0.01,0.0,18.27,2.36,15.63,9.76,36.46,17.51,890.05,6,46.23,33.14,20.64
2771,2025-01-15,550,pocket_money,daily,549.99,0.01,0.0,3.82,45.39,35.47,7.69,6.1,1.51,249.66,6,13.8,36.98,49.22
6135,2024-12-29,4464,pocket_money,weekly,4463.99,0.01,0.0,27.83,4.03,14.47,3.13,30.6,19.94,1365.93,11,33.73,34.41,31.86
9970,2025-01-21,3535,pocket_money,weekly,3535.0,0.0,0.0,8.06,8.28,28.72,0.83,21.99,32.12,1135.3,5,22.83,60.84,16.33
8691,2024-12-14,1716,salary,weekly,1716.0,0.0,0.0,23.0,14.26,16.73,18.76,20.52,6.73,394.69,5,39.28,23.46,37.26
1646,2024-11-22,4141,pocket_money,weekly,4141.0,0.0,0.0,6.31,31.06,23.69,13.36,4.01,21.57,1286.02,11,17.37,45.26,37.37
7954,2024-12-25,618,salary,daily,618.01,-0.01,-0.0,23.54,30.11,16.13,8.52,15.65,6.06,186.08,5,24.17,22.18,53.65
1286,2024-12-27,561,salary,daily,561.01,-0.01,-0.0,8.43,52.45,26.06,5.53,2.34,5.19,294.26,12,7.87,31.25,60.88
2988,2025-01-09,3685,salary,weekly,3685.01,-0.01,-0.0,67.88,7.34,8.68,1.9,8.8,5.41,2501.2,6,10.7,14.09,75.21
8784,2025-01-04,2745,salary,weekly,2744.99,0.01,0.0,4.91,18.73,1.83,18.63,49.63,6.26,1362.22,5,68.26,8.09,23.65
6815,2025-05-07,545,salary,daily,545.0,0.0,0.0,2.04,29.1,8.68,1.51,28.15,30.52,166.34,8,29.66,39.21,31.14
5650,2025-03-26,11409,pocket_money,monthly,11409.0,0.0,0.0,0.96,12.82,0.28,42.58,6.4,36.95,4858.13,12,48.98,37.24,13.78
2309,2025-04-30,335,salary,daily,335.0,0.0,0.0,3.44,16.36,18.53,25.51,33.13,3.02,110.99,4,58.64,21.55,19.81
2561,2024-12-19,744,salary,daily,744.0,0.0,0.0,62.48,12.75,9.26,10.99,2.66,1.85,464.87,9,13.65,11.12,75.23
2161,2024-12-12,683,salary,daily,683.0,0.0,0.0,1.76,7.72,0.78,14.0,28.66,47.09,321.64,12,42.65,47.87,9.47
4504,2025-01-22,373,salary,daily,373.01,-0.01,-0.0,40.62,12.98,2.06,15.62,14.6,14.13,151.5,12,30.22,16.19,53.6
6420,2025-02-10,761,salary,daily,761.0,0.0,0.0,27.76,19.47,5.21,12.28,30.25,5.03,230.24,4,42.53,10.24,47.22
3871,2024-12-19,2372,pocket_money,weekly,2372.01,-0.01,-0.0,6.67,38.48,0.61,8.4,1.95,43.9,1041.23,6,10.35,44.51,45.15
2716,2025-03-26,23788,pocket_money,monthly,23788.0,-0.0,-0.0,5.62,44.28,0.19,19.0,6.83,24.08,10534.34,12,25.83,24.27,49.9
